comment,Sentiment,Confidence
真的快乐,0,0.999558
确实,0,0.483035
就算是有爱情又如何，还不是分分合合，厌倦了,0,0.474903
我不生有的是人生,0,0.573595
整顿职场这种东西我比较少做，但不代表不做,0,0.895441
欢迎光临的好经理，落泪,2,0.974955
还有这么多！！,2,0.527605
婚姻中女性的困境,2,0.855007
不，除非把房产证送到我面前给我签名,0,0.983704
普通人养活自己不负债就感谢天感谢地吧,0,0.810817
相当快乐啊,0,0.999548
保护,0,0.887793
不急，还有这么多,2,0.607494
还有这么多啊,2,0.500749
确实,0,0.483035
对我来说的主要原因，绝不找个人给我添堵,1,0.921793
提纯,2,0.880343
价值观不同而已,0,0.977033
我算了下以我的工资根本养不起小孩,0,0.990963
觉醒年代,2,0.400189
遥遥领先,2,0.965683
保护,0,0.887793
不提分配等于没说,0,0.965844
主要是自己活着都感觉很难了，难不成生个孩子出来继承我的苦难,0,0.513521
没有好处，只会导致生活越来越差，谁去做,0,0.99977
广东只是潮汕地区而已，不要地图炮,0,0.930966
越南呢？,0,0.990855
好，自己作的,0,0.999146
不说快乐不快乐，但是生活很轻松无压力，这难道不是幸福吗？,0,0.515503
我广东人想要女儿，结果给一个儿子，也不敢要二胎，太难养了,0,0.787413
我也许并没有那没快乐，但我确实不会更痛苦了,0,0.0817956
支持你的看法,2,0.997056
保护保护,0,0.935989
有孩子和没孩子的人都在点赞大家不生孩子,0,0.87623
是啊不想单生的,0,0.928354
只是自己承担后果罢了，糊涂也害不了别人,0,0.995184
只要你能吃苦，你就有吃不完的苦,2,0.0572558
不扣离婚吗,0,0.998233
对的,2,0.957041
。。。。地域黑又来啦,0,0.420552
好棒~来一币,2,0.999671
要是我早知道生养孩子那么痛苦，我tm也不生,0,0.991951
那太快乐了,0,0.997198
保护,0,0.887793
我35了还单着,0,0.548088
那是相当快乐,0,0.999478
快乐,0,0.999885
所以我选择成为男同,2,0.319689
所以我选择成为男同,2,0.319689
保护,0,0.887793
还有就是有爱情为什么要婚姻？单纯为了受罪嘛,0,0.950793
现在只渴望一个正常的周末,2,0.471354
你怎么对我我怎么对你，因果报应,0,0.997372
但我在急诊上班真的好累,2,0.230959
还不够，大家加油,0,0.850042
保护,0,0.887793
在急诊室，是最不希望人来的时候,0,0.97269
武汉人打卡,2,0.891395
漂亮,2,0.999952
未来关我p事？,0,0.834837
爽的一批,0,1
企业老板恨不得你24小时都上班，哪有时间交朋友?,0,0.995137
太快乐了！！非常快乐！！,0,0.999977
遥遥领先,2,0.965683
好,2,0.998993
那是相当快乐了,0,0.999123
非常快乐，感觉嗨的不得了,0,0.999974
每一个人的苦难，最终都会变成他人的利益,0,0.761608
我觉得600多万还是有点多，找工作的时候嫌人多，这会子有嫌人少了,2,0.767658
是广东潮汕地区,2,0.751639
没钱结什么婚,0,0.970085
目前是真的快乐，以后再说以后吧,0,0.982772
出生率低可以有效提高未来人均资源占比,2,0.360608
有道理,2,0.9465
保护,0,0.887793
只要你能干，就有干不完的活，能者多劳,2,0.54206
遥遥领先,2,0.965683
保护,0,0.887793
肯定比结婚快乐,0,0.130962
遥遥领先,2,0.965683
在推迟五年退休,0,0.403903
我一朋友，不确定是不是想丁克，反正四十了没要孩子，四十四十几岁想要孩子了，怀不上了，再后来她老公有了外遇有了孩子，两个人离婚了,0,0.835364
我已在担心大学招不满了，还好那时我退休了,2,0.129108
快乐谈不上但是没有不快乐,0,0.637575
而且找不找得到合适的还得另外说,2,0.619829
我们这五线城市，我结婚时没有彩礼一说过了十几年，现在有要八万彩礼的,2,0.239235
多关心自己不好吗？,0,0.986416
上下层撕裂，不是因为上下层的距离太远了吗,0,0.677471
不不不，因为男孩好养，穷养男富养女,2,0.460669
保护,0,0.887793
遥遥领先,2,0.965683
不是吗？,0,0.999185
不结婚后悔一时，结婚后悔一辈子好吧~_~,0,0.995122
保护,0,0.887793
保护,0,0.887793
保护,0,0.887793
人文主义,2,0.642756
咋还有这么多！,0,0.992559
37岁，庆幸没有妥协结婚生娃，现在在思考人生目标,2,0.725649
快乐得不得了,0,0.999823
哈哈哈,2,0.998853
是思想的进步，是社会发展的必然,2,0.993399
哈哈哈哈,2,0.975279
还是太高了,0,0.980738
注意他说的是质量，把我们比作机器了,1,0.194464
自古忠义两难全，不做不错一做全错,2,0.988535
好好好,0,0.999795
（素质提高）,0,0.225264
保护,0,0.887793
保护,0,0.887793
很快乐,0,0.999751
觉得累，请去战乱地区,2,0.254669
21岁还没女朋友，一个人感觉挺好,2,0.988032
没有未来，人口何用,0,0.956687
保护,0,0.887793
保护,0,0.887793
确实,0,0.483035
当然快乐啊,0,0.998577
至少没有那么多痛苦,0,0.8683
今年应该多很多，结婚是看日子的……,2,0.921885
保护,0,0.887793
钱才是问题啊，钱够了生活顺利了不就好了吗,0,0.979095
少扯淡,0,0.999229
真的爽,0,1
正确的,2,0.993299
遥遥领先！,2,0.981409
66666,2,0.388554
还有不一定幸福。谁家人结婚为了受苦啊？,0,0.99273
666666,2,0.896178
保护,0,0.887793
虽然会有遗憾.但是相当快了,2,0.987173
结婚本质是财产再分配，有对象有对象的好，单身有单身的好，二者不可得兼，没有可比性,2,0.396965
87年母胎单身路过,2,0.899995
深圳至少35,2,0.538106
房地产,0,0.106949
非常快乐,0,0.999783
什么通透？都是现实的无奈,0,0.997559
保护！！,0,0.939151
这么多,0,0.0371734
遥遥领先,2,0.965683
那太好了，那我就不用担心了,2,0.999523
保护,0,0.887793
50年后的社会一定不会像现在这么卷这么辛苦,2,0.129848
终于达到发达国家的雏形了,2,0.981461
可惜我生不逢时,1,0.624788
保护,0,0.887793
超级无敌霹雳快乐,0,0.999689
无儿无女到老了会很凄苦的，病了雇护工成本很高的,0,0.943805
其实是糊涂的，等老了后就懂了，会后悔的,0,0.988754
\\\\,0,0.160022
保护,0,0.887793
收藏了,2,0.980298
结婚双方父母长辈对男孩的执拗,2,0.937941
我倒觉得没什么,0,0.734341
按我算起码到了30岁才能买得起车和房，才具备基本的结婚条件，还不包括养小孩赡养老人的费用,0,0.706109
还有80后没结婚呢,0,0.0386155
太好了！,2,0.999629
保护,0,0.887793
太棒了,2,0.999797
这是社会发展的必然趋势,2,0.595959
好好好,0,0.999795
对！！,2,0.959946
好！你接着说！,2,0.998248
特别好,2,0.999786
出了吗？,0,0.99633
品质吗反正是你说了算,0,0.998435
为啥都是说女的、难道你不觉得受气更多的是男人？,0,0.999124
保护保护保护,0,0.954269
?,0,0.977256
确实，很烦的,0,0.990752
保护,0,0.887793
有没有可能是所谓的利好不够…,0,0.965483
遥遥领先,2,0.965683
但是23年估计暴涨了吧,2,0.0337932
我是理解不了都穷了还生孩子干嘛，从小打工去吗？,0,0.998815
遥遥领先,2,0.965683
还有政治统计学,2,0.942561
除非产假一样,0,0.986634
周围好多女的30才结婚,2,0.103273
没事的，平均一下还是很多的,2,0.970115
遥遥领先,2,0.965683
tmd怎么这么多，你们怎么干什么吃的,0,0.999878
如此甚好,2,0.998623
过于真实,0,0.950353
你这数据有待更新啊，23年的也能拿来分析了,0,0.723895
好,2,0.998993
好,2,0.998993
wc我爹也是这个头像,0,0.991826
总结了下网友不结婚的原因，主要是女的怕死，男的怕破财，大家都有美好的未来,0,0.246702
还漏了一条，你要是比男方赚的钱多，还会说你不照顾男方自尊心呢,0,0.999758
真的快乐,0,0.999558
非常快乐,0,0.999783
只争朝夕,2,0.934497
钢丝玩家,2,0.0868985
遥遥领先,2,0.965683
好耶！,2,0.999088
我不接受思想灌输！我有我的人生！,2,0.449255
快乐,0,0.999885
每一代都有这样的人，只不过慢慢的被磨没了性子，留下的人寥寥无几。比如我是80后，是个格格不入的人,0,0.897427
总有人以想当然的认为 来觉得这个人好矫情。,0,0.886046
笑死,0,0.984829
“男女平等”,0,0.817556
那我还有两三年,2,0.962983
简单概括为俩字：没钱！,0,0.716072
少生优生，幸福一生,2,0.37845
（以后）,2,0.901823
混乱的时候就知道男人的好处了,0,0.00130071
彩！,2,0.989775
是不是下一步让黑人来拱中国白菜了,0,0.98233
确实,0,0.483035
你们结婚就好了 我看着,0,0.50294
我对我的下一代所做的帮助就是不让他来到这个世界,2,0.872282
人少了需求就少了 一样卷,0,0.101218
各有本事,0,0.952026
各有长处,2,0.92886
好好好,0,0.999795
保护,0,0.887793
支持支持，我只爱二次元，永远没有背叛,2,0.9999
其实男孩女孩都一样,2,0.131926
躺平了,2,0.143054
《澄清》,2,0.929835
必须投币以示敬意！！！！！！！！,2,0.478255
还有这么多,2,0.830934
我们的目标是星辰大海 也只能是,0,0.6957
其实听多了 一千多万呢,2,0.622828
潮汕90后表示只生一个,0,0.822418
而你，我的朋友，你是真正的勇士,2,0.897081
是的,2,0.110777
非常快乐，我快乐我知道,0,0.999983
保护,0,0.887793
不错不错！,2,0.996775
继续加油！,2,0.999847
保护,0,0.887793
保护保护保护,0,0.954269
还是太多了,0,0.892036
确实，是该等男人比较成熟了再结婚,0,0.803579
快乐啊 当然快乐,0,0.999868
清醒啊,0,0.615493
快乐！！,0,0.999768
退休年龄增大，基数不就变大了吗,0,0.754088
上班哪有时间恋爱，请个年假都不行,0,0.987636
我不会带孩子，所以我不打算让我的孩子受我的苦，就算是我为了他她好,0,0.872147
保护,0,0.887793
保护,0,0.887793
保护,0,0.887793
不知道，但是结婚生娃我肯定不快乐,0,0.828833
保护,0,0.887793
只说女方观点？？？男的不也一样？？？,0,0.999979
保护,0,0.887793
好耶,2,0.998389
结婚烦恼更多,2,0.806707
保护,0,0.887793
那也群众的眼睛必然是雪亮的嘛,2,0.972996
妈耶，我妈就是这么过来的,0,0.711651
上学还是卷，好学校会降低招生人数的,2,0.94024
那可太快乐了,0,0.994296
真的勇,2,0.93797
保护,0,0.887793
保护,0,0.887793
这么快的发展速度是有代价的,2,0.464005
好好好,0,0.999795
那是相当的快乐,0,0.999589
可以说相当快乐了,0,0.999547
别人我不知道，在我这里那是相当快乐的,0,0.997993
本来就是！别的不说，结婚生育女方能得到什么好处？反观男方呢？,0,0.998782
这不挺好吗，省得总说中国人多消耗地球资源多,0,0.814788
不结婚这世界都变得更美好了,2,0.980949
大喜！！！！,2,0.996706
哈哈哈哈哈,2,0.99747
真凌晨去医院，你就明白 疼痛不会死。但会累积愤怒,0,0.998677
(≧?≦)/,0,0.457408
三孩还有啊！,1,0.953109
医院急诊室？他比我累多少？挣的比我多多少？,0,0.997422
无论怎么选都会后悔,0,0.995317
没有爱情（钱）的婚姻,0,0.0739458
苦难可以强大自身不代表一定要主动追寻苦难，世界上不只有苦难一种途径可以使我们强大,2,0.807141
除非国家帮我养孩子，不然真的无法生,0,0.970479
单身的快乐？别傻了，那是相当快乐,0,0.993493
笑死了，，，,0,0.989977
笑，，,2,0.951461
保护,0,0.887793
宗族观念越深的地区生男孩的欲望越强,2,0.957536
我05的，我真的觉得男女都一样，何必非要男孩,0,0.964866
投币了,0,0.981533
保护,0,0.887793
个人感觉，我真快乐哈哈哈,0,0.998388
保护,0,0.887793
美化痛苦就会一直痛苦，痛苦就是痛苦,0,0.958318
还有那么多对啊？,0,0.975183
不，明年应该会多，盼着明年龙年生孩子,0,0.905082
双休都没保障,0,0.976838
漂亮,2,0.999952
对,2,0.823896
哈哈哈哈,2,0.975279
快乐,0,0.999885
保护 让某些男拳举报去吧 ,0,0.998683
保护,0,0.887793
有些男的真的敏感得让人想笑了，客观阐述一下又觉得是对立了,0,0.852557
生什么有用，前面几个逗比,0,0.336714
真实….这就是我不结婚的原因,2,0.0636078
保护,0,0.887793
《泱泱华夏》,2,0.905789
保护,0,0.887793
哥们反倒希望以后如果有结婚的话最好来个女儿，不想要男孩,2,0.303167
收入和生活成本,2,0.202636
可怕,0,0.99696
是砖家,0,0.977854
事实如此！,0,0.980952
好！,2,0.99937
是潮汕地区,2,0.499155
自己都养不起，拿什么养孩子？,0,0.994887
保护,0,0.887793
为什么彩礼房钱车钱全要男方出,0,0.969471
我是真的快乐,0,0.99947
五百万是我最后的倔强,0,0.0799345
我女鹅的镭射包,2,0.855716
一个字:赢,2,0.885688
就是现在国内各种对立，也包括年龄对立，好像同龄人都一样似的,2,0.18346
学校才是最好的赚钱企业,2,0.95994
确实,0,0.483035
我快不快乐，清不清醒和你们也没啥关系，管好你自己,0,0.998809
保护,0,0.887793
你没有未来,2,0.933093
遥遥领先,2,0.965683
好好好,0,0.999795
80后？80后都奔五了还折腾什么呢！,0,0.999287
太真實了,0,0.975738
人间清醒！,2,0.97736
别说了别说了,0,0.799667
烦死了，我考上大学研究生可不是为了这些,0,0.986539
快乐啊！想吃啥就吃啥，想通宵就通宵！,0,0.956585
才？,0,0.993817
3,2,0.0448064
好,2,0.998993
怎么还这么多,0,0.994031
不管你们，我反正是不结婚的！,0,0.989136
保护,0,0.887793
怎么说都有理就对了,0,0.944485
这是真的，去旅游40多岁姐姐是文盲，没上过学那种,0,0.107325
保护,0,0.887793
ip正确,2,0.956856
保护,0,0.887793
真的很快乐,0,0.999655
这就是我,2,0.908877
完全不想,0,0.999213
自己都过不好，要孩子干嘛呢？,0,0.998136
据快乐,0,0.997481
自己都养不活 对的,0,0.939735
全亚洲最晚哈哈哈哈,2,0.986256
真的，没有爱情的婚姻，绝对不要,0,0.855096
真的快乐，谈恋爱逼事儿太多了,0,0.998598
说得好,2,0.971771
我已经超过平均咯,2,0.841354
是的,2,0.110777
也替我说出了我的看法,0,0.0372961
保护,0,0.887793
至少青春走动的时候是快乐的,0,0.999553
大胆,2,0.971331
好！,2,0.99937
苦难的后面是更多苦难,0,0.411542
快乐,0,0.999885
已经感受到烦躁了,0,0.980508
快乐不至于，没钱怎么都烦，只是少了一些添堵的地方了,0,0.729356
我身边的人都说生儿子都是倒八辈子血霉。不过性别这东西，没法控制，,0,0.987567
犀利,2,0.994802
福建广东山东江西，没男孩活不下去,0,0.200715
问题不大,0,0.880808
"是不快乐啊,但是我穷啊,有什么办法啊!",0,0.747915
机器,0,0.363508
不，是潮汕。,0,0.936528
农村都要男孩的，不管哪里,0,0.453874
人家至少是发达国家，发达国家都这样,0,0.997548
建议去看猪狗的生活，吃了睡睡了吃哈哈,2,0.324487
先交预付款，不保证能生，有概率烂尾,0,0.999376
又赢了,2,0.20863
铁幕重重困青年,0,0.686895
过于真实,0,0.950353
到处是被家暴被出轨都离不了婚的女性，还怎么敢结啊,0,0.99765
好消息是今年是未来三年最高,2,0.995471
怎么说吧，快乐不一定，但是结婚生子一定不快乐,0,0.577769
相当快乐,0,0.999747
遥遥领先,2,0.965683
保护,0,0.887793
保护,0,0.887793
难道不是？,0,0.996845
还是太多了,0,0.892036
相信后人的智慧,2,0.988807
相当快乐,0,0.999747
快乐,0,0.999885
移民就好了,0,0.836733
毁灭吧，累了，赶紧的,0,0.952944
还是挺多的,2,0.948639
今年除夕快乐上班。听说了吗？,0,0.564448
你不生有的是人生,0,0.7736
老了就不一定快乐了,0,0.98824
36单着,2,0.544158
去掉两广福建，中国剩下地区就不会重男轻女，是这个意思吗？,0,0.998163
你干嘛啊哈哈,2,0.682899
全民制作人大家好,2,0.956944
确实,0,0.483035
丈母娘,2,0.580792
考公创历史新高，了解一下,2,0.995061
钱,0,0.874019
住房，医疗，教育，还不是免费的！,0,0.980903
我过得非常好的话就考虑结婚生子，我过得不好为什么要下一代一起过得不好？,2,0.377213
80后太亏了，，，，，,0,0.999738
好似,2,0.953597
学生少，编制岗位就少。舒服不了,0,0.994022
如果是这样的话……那我更希望让自己再睡上4个小时,0,0.575852
你不生有的是人生,0,0.7736
结婚后会有一大堆事情出现,0,0.795317
马上30 反正我单身很久了 而且非常快乐 ,0,0.99822
儿童类型要开始疯狂内卷加剧收缩了,0,0.221787
因为穷,0,0.908043
保护,0,0.887793
保护,0,0.887793
社会就是拼就业前景上升前景,2,0.675195
800万这么多啊！,0,0.819866
快乐不至于，但是呼吸是真的顺畅,0,0.999353
击碎命运的诅咒！！！,0,0.984919
哦,2,0.961918
这700万人家里是有矿？,0,0.825618
男的不配被体谅,0,0.870503
就是男的没压力呗，合着这话的意思,2,0.800888
快乐的一批,0,0.999682
人生重开,2,0.998594
真的不想将就，随缘能找到就找，找不到拉倒,0,0.99122
确实，自己都快养不活了更别说养孩子了,0,0.995935
可拉倒吧！那点儿阳谋就别在年轻人那耍了，啥行业都用智能压缩岗位，还用什么人啊,0,0.997721
还是没钱,0,0.972151
保护,0,0.887793
张爱玲：正确,2,0.992838
各怀绝技,2,0.93384
结婚容易离婚难,0,0.951473
子非鱼,2,0.934827
什么 还有这么多,0,0.693855
前面的能不能别给川渝男人加滤镜,0,0.814793
以后就会发现孤独才是生活的常态,2,0.978676
保护,0,0.887793
这样的吗，我在浙江，附近的同事都只想生女孩了，说男孩养不起,0,0.993114
并不想,0,0.982625
很快乐,0,0.999751
好呀,2,0.997155
离婚的人很多,0,0.436615
结婚但丁克,2,0.942915
还有甘肃,2,0.804089
真不错,2,0.998581
真的快乐,0,0.999558
好家伙，你又从全球角度看，你咋不说你跟马云平均每人好几十亿呢？,2,0.561123
真的快乐,0,0.999558
非常快乐，不生这些都不关我事，哈哈,0,0.999171
没钱你结什么婚啊？累都累死了,0,0.994651
相当快乐啊，不快乐肯定就去结婚了,0,0.999655
把双引号去掉,0,0.972185
保护！！！！！！,0,0.844978
有道理,2,0.9465
好好好,0,0.999795
警惕海量个例,0,0.990214
还很多嘛,1,0.738759
张爱玲,2,0.954043
又赢了？,0,0.992652
可事实是现在都想生女孩省钱,0,0.822405
真的快乐,0,0.999558
真TM快乐,0,0.740622
广东特指潮汕地区,2,0.890258
太快乐了！,0,0.987774
统计学：不统计就没有下降了！！！！！！！,0,0.656342
很烦一出门这些人拿着手机拍拍的，烦死了,0,0.998759
太快乐,0,0.999422
没毛病,0,0.727615
初婚平均年龄越大生育率相应也会下降,0,0.704103
为什么少数人的人生会消失诶？,0,0.96954
再降点！,0,0.994341
保护,0,0.887793
保护,0,0.887793
对对对,2,0.644881
想要女鹅,2,0.416209
这些观点都切中要害，至少符合我的情况,0,0.622704
我感觉小孩还是多，不急,2,0.286462
我就喜欢女孩，又可爱又能帮她穿漂亮衣服打扮的漂漂亮亮的,2,0.999979
医院少了反而不用发愁了？,0,0.379324
铁锤自己结婚没,0,0.902671
保护保护,0,0.935989
全是好事啊,2,0.974505
以后快不快乐不知道，但至少现在我是快乐的！！,0,0.956757
婚后女生要付出及承受的远比男生多，婚姻失败需的代价也比男性要高,2,0.46512
你我本富足,2,0.538527
我以后肯定会后悔，可没有选择,0,0.985444
确实,0,0.483035
快乐，发自内心的快乐,0,0.999944
人口减少问题会逐渐显现，后人麻烦更大,2,0.147489
过得不好的结婚只会过得更不好,0,0.993811
也正常，现在很多都是独生子，至于为什么都懂,0,0.626107
重点,2,0.883314
是呀公立幼儿园都不用托人花钱进了  这可是东北呀,0,0.467482
滑了就滑了呗 焦虑个啥,0,0.89435
我的快乐你想象不到,0,0.0454703
广东潮汕才是，其他地方还好,2,0.181826
遥遥领先,2,0.965683
哭了,2,0.523736
保护,0,0.887793
快乐,0,0.999885
遥遥领先,2,0.965683
那么不是,0,0.997969
快乐到爆了好吧,0,0.695932
真的快乐,0,0.999558
保护,0,0.887793
是这样的,0,0.911277
好好好,0,0.999795
学校少了看你卷不卷,0,0.695284
好好好,0,0.999795
结婚之后的罪名是层出不穷的,2,0.826841
解放思想,2,0.958589
太快乐了,0,0.989325
快乐的很,0,0.999904
各凭本事,2,0.209414
遥遥领先,2,0.965683
好！,2,0.99937
安徽也很那啥,2,0.734264
好,2,0.998993
劳资活不下去了你跟我谈未来？,0,0.996922
好好好,0,0.999795
太快乐不用愁,0,0.999787
好好好,0,0.999795
相当的快乐,0,0.999742
跑得快不一定赢.不跌跟头才是成功,0,0.975389
太好了,2,0.99961
支持不婚不育！,2,0.92931
这个看法非常正确！,2,0.99493
缺我一个不缺，少我一个不少,0,0.987383
好,2,0.998993
都是一样想法,2,0.293319
80后都还有好多单着呢，更别谈90后00后了,0,0.718601
那可不得嘛,0,0.804929
快乐得要命，结了婚的朋友都很后悔结婚太早,0,0.377102
棒！,2,0.99976
现在儿子娶老婆？,0,0.59193
非常快乐，绝不将就,0,0.855902
说的就是我,2,0.825599
现在很快乐，以后老了可能会不快乐，但是那也是没办法的,0,0.983551
世界不缺普通人，只缺精英，我只是普通人，请放过我,0,0.468523
超快乐的呢,0,0.99969
泰酷啦,1,1
少买点奶茶衣服你会不够活？活不下去去村里摆烂也行,0,0.912336
是不是对养活有什么误解,0,0.957551
确实如此,1,0.819754
活着不是有手就行。。,0,0.972497
应该是，没有未来，谈什么人口,0,0.939048
跳的出结婚惯例跳不出婚后规则,0,0.332318
你以为少生就优啊？人会变老懂？,0,0.971471
各怀绝技,2,0.93384
不是不懂，更多是不会用，情绪脑↑,0,0.997074
不懂发展心理学教育不好孩子当然觉得累,0,0.952732
还说棒的，老龄化压力最终得压你头上,0,0.677595
好好好，虽然猪羊不下崽了，但是架不住数量本来就多啊,0,0.996698
不结婚，那么后面的一系列问题和烦恼就都没了,0,0.893068
经典啊,2,0.997867
难道不是因为生孩子就失业？除了家庭pua还有支撑pua,0,0.989258
快乐,0,0.999885
保护,0,0.887793
保护,0,0.887793
遥遥领先,2,0.965683
我的未来可能不快乐。但是现在非常快乐。更何况有没有未来都是另一回事,0,0.540767
确实还是有很多人重男轻女，真的很无语,0,0.983662
好,2,0.998993
白送我一套房，我立马找对象领证结婚生孩子,0,0.97493
结婚风险大 且行且谨慎,0,0.997054
基数大,2,0.972748
没有保障！无人兜底！,0,0.998568
消灭贫穷,0,0.878757
保护,0,0.887793
保护,0,0.887793
复兴,2,0.960821
老人与孩子很美妙的实发点,0,0.984747
多岁,2,0.0286478
70岁退休,0,0.0947262
年轻人不都觉醒了吗哈哈哈,1,0.0437879
不不不，我越来越不想结婚，今年36了。,0,0.725153
快乐！,0,0.999865
必须投币，遥遥领先,2,0.0512963
保护,0,0.887793
没发现发作，建议超级加倍发作,0,0.542916
我寻思我也没急啊,0,0.702235
还是太多了,0,0.892036
快乐的一批,0,0.999682
真就是，潮州人，身边好多朋友好几个了...现在都不敢回家 还没结婚,1,0.337913
快乐且轻松,0,0.999807
挖矿呐,2,0.116537
不得不保护了,0,0.544992
好好好,0,0.999795
几十万彩礼我干什么不好,0,0.984333
读研都25了，谁那么早结婚,0,0.375395
别急，连降不会停止,0,0.899825
绝对的快乐,0,0.999838
跟我无关，有钱人生,0,0.746774
有钱的的多生几个,0,0.932791
确实很快乐,0,0.999374
出现把，无限宝石，灭霸我们需要你的响指,1,0.161204
远离房赌毒,0,0.980588
至少现在很快乐,0,0.976972
保护,0,0.887793
太真实了,0,0.483132
好耶,2,0.998389
关我屁事,0,0.990504
襄阳人打卡,2,0.928444
彩礼？？？系统性重男轻女难道没有一席之地？,0,0.998432
一帮女孩还玩个毛，要打仗的哇,0,0.978465
对说的太对了,2,0.971776
但是我感觉边上的人都在结婚呀,2,0.842661
我的钱只够糊口，怎么去组建一个家呢,0,0.994707
太快乐了,0,0.989325
遥遥领先,2,0.965683
是出轨,0,0.98865
遥遥领先,2,0.965683
没有未来，关我屁事？,0,0.997429
快不快乐不知道，反正很安逸,0,0.998319
我觉得是以前留男不留女，所以沉下来的基因就是男性的基因,2,0.482795
没有干预啊，医院里就是男的生的多,0,0.93706
素质……懂得都懂,0,0.733726
余华,2,0.508726
真的快乐呀,0,0.99864
申论学的真好,2,0.999698
没有不快乐的,0,0.539022
不结婚生孩子会后悔的,0,0.95679
大学生啊,2,0.671047
好耶好耶,2,0.998454
那是相当的快乐啊,0,0.999619
遥遥领先,2,0.965683
快乐呀,0,0.99979
但凡成熟一点就会发现，不结婚太爽了,0,1
甚至恋爱都发自内心的抵触不愿意去接触,0,0.681009
怎么都在说关于女性的现象   男的也需要被关注的啊 ,0,0.853869
我是男孩子，我为自己感到悲哀,0,0.947448
就算不快乐，也没办法,0,0.847937
没得选,0,0.955414
已婚装单身骗女孩子的渣男,0,0.996411
其实，制造业很缺高能力的人才，但薪资待遇较低也是真的。一方面是没工作，一方面是招不到能力强的人，矛盾,0,0.977355
6,2,0.9009
至少现在很快乐,0,0.976972
快乐,0,0.999885
实话说，挺好的，总是结婚再离婚，何必呢？,2,0.506431
好好好,0,0.999795
未来不在我的考虑范围内谢谢,1,0.178535
真的 ,0,0.239615
哈哈哈哈哈哈哈,2,0.974361
有病,0,0.991868
本来就是这样啊,0,0.9392
我就一个女儿,0,0.772013
拿出应有的诚意，我们自然报之以真诚,2,0.858705
单身何止，还有活着,2,0.548817
清醒地活着,0,0.244194
天天九点下班，你跟我讲结婚生孩子？？,0,0.996229
以后哪来的孩子,0,0.891739
超级加倍,2,0.785357
好好好,0,0.999795
遥遥领先,2,0.965683
不生也是一种善良,2,0.897141
现代中国女性逐渐走上了自我物化的道路,2,0.144142
也不见得快乐，但觉得自由,0,0.954685
保护,0,0.887793
有人比你还惨，与你的痛苦有什么关系？这合逻辑吗？,0,0.99989
广东，我朋友3个都是男，他就想要个女的,2,0.627237
难道不是吗？,0,0.997683
保护,0,0.887793
这叫高情商,0,0.609444
广东的是潮汕地区是这样，谢谢,2,0.909215
投了,2,0.369467
快乐的狠,0,0.998451
太慢了,0,0.999989
简直不要太爽好吧,0,1
那太快乐了,0,0.997198
遥遥领先,2,0.965683
哈哈哈哈是的,2,0.988278
说真的，男孩比女孩好生存,1,0.11956
人多啊，很多,2,0.923601
还是多的,2,0.745814
保护,0,0.887793
沙比,2,0.468895
怎么还有人结婚？,0,0.976126
要等00后到三十岁左右才能回升,0,0.813208
我会，我一想到还有人比我更痛苦，反而能接受自己现在的工作了,0,0.290614
保护,0,0.887793
儿孙自有儿孙福，没有儿孙我享福,2,0.102821
快乐,0,0.999885
很现实的问题，你不吃苦怎么进步？最简单的，你学个英语不花心思，怎么能有外企面试机会？,0,0.991558
虽然我家里自己有一栋楼，但我也不想结婚，太麻烦了,0,0.0964243
快乐啊,0,0.999733
做为90后，我和身边的朋友都结婚生娃了，甚至有个朋友和我同一天预产期,2,0.95264
66666,2,0.388554
这个年龄结婚非常正常，绝对不要太早,2,0.935028
襄阳人打卡,2,0.928444
是上一辈给的压力，年轻人相爱，想结婚的时候上辈不同意，等想让他结婚的时候，他已经不想再去爱了。,0,0.827933
弯道超车 谁直线不会加速,0,0.968562
好好好,0,0.999795
保护,0,0.887793
终于醒了,2,0.992954
真的快乐,0,0.999558
啊？,0,0.99148
好，很好，非常好,2,0.999967
不是国家需要，是人民需要,0,0.987826
庆幸不婚不育,0,0.682781
真TMD太对了,0,0.890906
相当快乐,0,0.999747
快不快乐结了婚的不知道？他们也有没结婚的时候，自己对比一下不就知道了？,0,0.72383
那倒不至于，我国庆去，一堆人，而且一个孩子两百多,0,0.874165
那时候我们也不用急,2,0.94474
过30了依旧不愿意结婚成家，唯一难过的是怕母亲离开我,1,0.141143
回归常态,2,0.719118
除了经济，女性不想结婚还有害怕那个啥,0,0.96676
啊！我的基金股票,0,0.627736
人间清醒,2,0.97616
这个环境多少人能快乐,0,0.763659
太好了,2,0.99961
保护,0,0.887793
现在相当快乐，老了就不知道咯,0,0.882894
这不是事实吗？有什么可辩驳的,0,0.999341
约可以 结不行,0,0.942994
自找的没办法,0,0.955514
遥遥领先,2,0.965683
可怜的男孩,0,0.983989
点名表扬,2,0.919523
遥遥领先,2,0.965683
快乐死了,0,0.597244
快乐,0,0.999885
好好好,0,0.999795
不会，成都全部羡慕生女孩的,2,0.903023
确实是。。,0,0.435784
这不是事实嘛,0,0.997899
保护,0,0.887793
50万粉了我擦,0,0.977708
广东可不背锅，哪个人不想要一个女儿，穷乡僻壤才想着生儿子。,0,0.956436
800万这也太多了,0,0.682
一年放多少假？,0,0.998185
本人土生土长的广东人，90后开始都没有过多注意男女问题，不要地域黑哦,0,0.514239
